1,39.53081469N,116.29118222E,17.3292
3,39.53055871N,116.29243217E,17.7082
4,39.53270307N,116.29251133E,18.9180
5,39.53291111N,116.28692531E,18.8191
6,39.53075436N,116.28697947E,18.2334
7,39.53075788N,116.28704558E,18.0244
8,39.53073292N,116.28707981E,18.4563
2,39.53049330N,116.29121582E,17.5203
