247,39.53220583N,116.29235972E,18.1197
248,39.53219540N,116.29235922E,18.0876
249,39.53218478N,116.29235831E,18.1390
250,39.53217455N,116.29235807E,18.1730
251,39.53216337N,116.29235834E,18.1507
252,39.53215243N,116.29235825E,18.1724
253,39.53214187N,116.29235805E,18.1129
254,39.53213162N,116.29235789E,18.1437
255,39.53212136N,116.29235796E,18.1662
256,39.53211075N,116.29235715E,18.1063
257,39.53210108N,116.29235564E,18.1019
258,39.53209159N,116.29235505E,18.1384
259,39.53208160N,116.29235472E,18.0741
260,39.53207199N,116.29235411E,18.0652
261,39.53206250N,116.29235390E,18.1184
262,39.53205266N,116.29235347E,18.1307
263,39.53204221N,116.29235244E,18.0895
264,39.53203277N,116.29235148E,18.0983
265,39.53202413N,116.29235071E,18.1431
266,39.53201507N,116.29235004E,18.1260
267,39.53200640N,116.29234942E,18.0845
268,39.53199704N,116.29234923E,18.1257
269,39.53198778N,116.29235016E,18.0925
270,39.53197780N,116.29234859E,18.0821
271,39.53196747N,116.29234787E,18.0830
272,39.53195730N,116.29234706E,18.0737
273,39.53194767N,116.29234652E,18.0801
274,39.53193796N,116.29234574E,18.1176
275,39.53192822N,116.29234528E,18.1136
276,39.53191823N,116.29234533E,18.0990
277,39.53190881N,116.29234472E,18.1230
278,39.53189982N,116.29234257E,18.1174
279,39.53189038N,116.29234262E,18.1039
280,39.53188125N,116.29234301E,18.1232
281,39.53186589N,116.29234368E,18.1687
282,39.53185995N,116.29234428E,18.1513
283,39.53185247N,116.29234283E,18.0499
284,39.53184639N,116.29234162E,18.0892
285,39.53183881N,116.29234273E,18.1113
286,39.53183116N,116.29234142E,18.1035
287,39.53182150N,116.29234135E,18.0805
288,39.53181051N,116.29234085E,18.0828
289,39.53180063N,116.29233938E,18.0387
290,39.53178856N,116.29234052E,18.1057
291,39.53177816N,116.29234362E,18.0951
292,39.53176744N,116.29234360E,17.9900
293,39.53175742N,116.29234312E,17.9574
294,39.53174633N,116.29234221E,17.9615
295,39.53173566N,116.29234198E,17.9823
296,39.53172558N,116.29234256E,17.9318
297,39.53171559N,116.29234283E,17.9372
298,39.53170587N,116.29234236E,17.9555
299,39.53169499N,116.29234107E,17.9148
300,39.53168501N,116.29234033E,17.9159
301,39.53167451N,116.29233904E,17.9617
302,39.53166385N,116.29233924E,18.0041
303,39.53165307N,116.29234006E,18.0079
304,39.53164291N,116.29233892E,17.9872
305,39.53163210N,116.29233905E,18.0114
306,39.53161257N,116.29233678E,17.9593
307,39.53161257N,116.29233678E,17.9593
308,39.53159200N,116.29233465E,17.9451
309,39.53158203N,116.29233487E,17.9815
310,39.53157174N,116.29233473E,17.9347
311,39.53156213N,116.29233402E,17.9504
312,39.53155171N,116.29233259E,17.9748
313,39.53154162N,116.29233272E,17.9807
314,39.53153240N,116.29233263E,18.0159
315,39.53152243N,116.29233137E,17.9752
316,39.53151239N,116.29233047E,17.9554
317,39.53150269N,116.29232933E,17.9978
318,39.53149199N,116.29232951E,18.0054
319,39.53148162N,116.29232853E,18.0976
320,39.53147250N,116.29232785E,18.1241
321,39.53146328N,116.29232643E,18.1325
322,39.53145563N,116.29232696E,18.1077
323,39.53144753N,116.29232788E,18.0992
324,39.53144066N,116.29232846E,18.1089
325,39.53143233N,116.29232719E,18.0897
326,39.53142305N,116.29232542E,18.0317
327,39.53141238N,116.29232432E,18.0306
328,39.53140047N,116.29232309E,17.9739
329,39.53138908N,116.29232202E,18.0173
330,39.53137842N,116.29232167E,18.0493
331,39.53136668N,116.29232103E,18.0072
332,39.53134516N,116.29231965E,17.9297
333,39.53134516N,116.29231965E,17.9297
334,39.53132399N,116.29231792E,17.9854
335,39.53131374N,116.29231824E,17.9330
336,39.53130266N,116.29231861E,17.9595
337,39.53129235N,116.29232099E,18.0020
338,39.53128172N,116.29232017E,17.9767
339,39.53127178N,116.29231712E,17.9136
340,39.53126100N,116.29231647E,18.0087
341,39.53125050N,116.29231676E,17.9229
342,39.53124004N,116.29231619E,17.9162
343,39.53122907N,116.29231566E,17.9393
344,39.53121904N,116.29231507E,17.9445
345,39.53120968N,116.29231373E,17.9045
346,39.53119912N,116.29231397E,17.8943
347,39.53118903N,116.29231348E,17.8726
348,39.53117861N,116.29231189E,17.8754
349,39.53116687N,116.29231154E,17.8383
350,39.53115588N,116.29231099E,17.8265
351,39.53114579N,116.29230917E,17.8531
352,39.53113585N,116.29230818E,17.8575
353,39.53112426N,116.29230729E,17.8715
354,39.53111359N,116.29230753E,17.8955
355,39.53110216N,116.29230758E,17.9177
356,39.53109080N,116.29230716E,17.8996
357,39.53107971N,116.29230670E,17.8857
358,39.53107046N,116.29230658E,17.9565
359,39.53106162N,116.29230567E,18.0204
360,39.53104088N,116.29230215E,18.0168
361,39.53103120N,116.29230161E,18.0028
362,39.53102040N,116.29230375E,18.0309
363,39.53101101N,116.29230348E,18.0301
364,39.53100010N,116.29230192E,18.0998
365,39.53098954N,116.29229961E,18.0576
366,39.53097742N,116.29229878E,18.0445
367,39.53096577N,116.29229938E,18.0041
368,39.53095421N,116.29229860E,17.9768
369,39.53094245N,116.29229661E,17.9613
370,39.53093102N,116.29229563E,17.9647
371,39.53091959N,116.29229538E,17.9668
372,39.53090865N,116.29229484E,17.9876
373,39.53089705N,116.29229534E,17.9970
374,39.53088547N,116.29229497E,17.9777
375,39.53087437N,116.29229499E,17.9604
376,39.53086312N,116.29229547E,17.9431
377,39.53085127N,116.29229449E,17.9604
378,39.53084030N,116.29229407E,17.9672
379,39.53082848N,116.29229442E,17.9379
380,39.53081720N,116.29229364E,17.9137
381,39.53080607N,116.29229230E,17.9279
382,39.53079431N,116.29229187E,17.9662
383,39.53078302N,116.29229117E,17.9664
384,39.53075974N,116.29229000E,17.8904
385,39.53074797N,116.29228871E,17.9297
386,39.53073728N,116.29228738E,17.9251
387,39.53072565N,116.29228481E,17.9346
388,39.53071356N,116.29228262E,17.9288
389,39.53070154N,116.29228268E,17.9229
390,39.53069040N,116.29228264E,17.8895
391,39.53067868N,116.29228174E,17.8950
392,39.53066711N,116.29227987E,17.8609
393,39.53065648N,116.29227866E,17.9012
394,39.53064836N,116.29227772E,17.9667
395,39.53064441N,116.29227337E,17.9146
396,39.53064288N,116.29226523E,17.9238
397,39.53064416N,116.29225624E,17.9329
398,39.53064482N,116.29224507E,17.9281
399,39.53064621N,116.29223292E,17.9367
400,39.53064709N,116.29221959E,17.9475
401,39.53064596N,116.29220682E,17.9441
402,39.53064427N,116.29219419E,17.9050
403,39.53064387N,116.29218086E,17.9504
404,39.53064296N,116.29216753E,17.9154
405,39.53064235N,116.29215477E,17.9589
406,39.53064242N,116.29214076E,17.9627
407,39.53064190N,116.29212504E,17.9220
408,39.53064213N,116.29211013E,17.8801
409,39.53064205N,116.29209541E,17.8800
410,39.53064107N,116.29206683E,17.9629
411,39.53064132N,116.29205190E,17.9222
412,39.53063957N,116.29203608E,17.8950
413,39.53063558N,116.29202219E,17.8736
414,39.53063407N,116.29200853E,17.9349
415,39.53063498N,116.29199404E,17.9476
416,39.53063695N,116.29197969E,17.9444
417,39.53063631N,116.29196678E,17.8823
418,39.53063517N,116.29195173E,17.8437
419,39.53063369N,116.29193537E,18.0157
420,39.53063112N,116.29192139E,17.9957
421,39.53063088N,116.29190604E,17.9533
422,39.53063174N,116.29189094E,17.9331
423,39.53063364N,116.29187689E,17.9265
424,39.53063435N,116.29186428E,17.9052
425,39.53063329N,116.29185081E,17.8505
426,39.53063057N,116.29183545E,17.8399
427,39.53062835N,116.29182112E,17.8259
428,39.53062736N,116.29180657E,17.7876
429,39.53062683N,116.29179223E,17.7876
430,39.53062666N,116.29177728E,18.0200
431,39.53062679N,116.29176353E,17.9378
432,39.53062763N,116.29174828E,17.8808
433,39.53062776N,116.29173362E,17.8446
434,39.53062777N,116.29172004E,17.8951
435,39.53062404N,116.29169073E,17.8700
436,39.53062220N,116.29167606E,17.8178
437,39.53062144N,116.29166210E,17.8479
438,39.53062029N,116.29164821E,17.8496
439,39.53061818N,116.29163285E,17.7996
440,39.53061802N,116.29161807E,17.7835
441,39.53061716N,116.29160394E,17.7374
442,39.53061432N,116.29159000E,17.7826
443,39.53061219N,116.29157620E,17.7755
444,39.53061020N,116.29156157E,17.7255
445,39.53061035N,116.29154781E,17.7180
446,39.53061416N,116.29153590E,17.7741
447,39.53061489N,116.29152790E,17.8859
448,39.53061881N,116.29151623E,17.8366
449,39.53062191N,116.29150247E,17.7179
450,39.53062275N,116.29148800E,17.6863
451,39.53062286N,116.29147341E,17.7287
452,39.53062576N,116.29146055E,17.7679
453,39.53062711N,116.29144579E,17.6771
454,39.53062815N,116.29143107E,17.6669
455,39.53062690N,116.29141666E,17.6728
456,39.53062498N,116.29140263E,17.6888
457,39.53062220N,116.29138823E,17.6137
458,39.53062045N,116.29137351E,17.6565
